"TRIAL","LOC","ENV","AGROZONE","DOP","DOH","YEAR","TMEAN","TRANGE","TMAX","TMIN","RHMEAN","PRECIPITATION","WINDSPEED"
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.44,7.3,29.61,22.31,85.94,25,1.95
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.08,7.38,28.69,21.32,85.38,7.38,1.26
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.33,5.68,28.18,22.5,85.06,3.56,1.12
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.01,6.95,29.68,22.73,85,3.32,1.78
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.88,5.37,28.5,23.14,86.88,2.83,0.95
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.08,4,27.29,23.29,93.12,8.62,2.03
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.45,3.7,26.51,22.81,92.81,67.17,2.21
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.34,7.78,29.46,21.68,85.75,22.73,2.38
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.98,3.72,25.86,22.14,91.69,9.57,1.07
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.37,7.93,29.65,21.72,85.5,9.9,0.9
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.69,5.6,27.49,21.89,86.56,2.75,1.13
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.35,8.45,30.15,21.7,80.88,1.9,0.78
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.26,7.14,29.76,22.62,84.38,8.74,0.8
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.2,6.42,29.44,23.01,84.38,3.04,1.16
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.26,7.83,29.98,22.15,82.81,4.9,1.05
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.18,6.1,29.26,23.16,84.81,4.9,0.8
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.07,6.81,30.5,23.69,81.06,3.09,0.99
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.87,6.28,29.51,23.23,86.38,2.97,1.39
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.98,7.12,29.25,22.12,84.31,12.36,1.16
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.57,7.62,31.61,23.98,80.31,1.41,1.2
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.23,7.14,31.26,24.12,81.56,0.48,0.95
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.18,5.87,29.31,23.44,86.25,4.2,0.84
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.77,4.38,28.19,23.8,87.75,5.39,1.03
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.83,8.34,31.2,22.86,83.12,4.63,0.99
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.53,7.25,30.57,23.31,84.69,11.92,1.05
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.7,8.68,31.09,22.41,83.44,5.06,1.19
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.81,7.99,30.76,22.76,83.19,7.34,1.23
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.98,5.2,28.73,23.53,88.31,3.88,1.38
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.73,7.68,30.68,23,82.12,1.39,1.12
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.28,8.37,31.05,22.69,80.62,1.1,1.04
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.35,5.43,29.57,24.13,87.31,5.94,0.89
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.11,6.16,29.43,23.26,87.44,12.04,1.45
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.31,4.09,27.95,23.86,91.06,17.41,1.44
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.76,7.56,30.51,22.95,83.62,1.79,1.2
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.37,5.18,28.91,23.73,83.62,4.76,0.76
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.16,5.92,29.34,23.42,82.19,4.25,0.9
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.1,8.56,31.03,22.47,80.25,0.37,0.82
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.19,4.72,28.82,24.1,85.75,6.5,0.9
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.92,5.62,28.95,23.33,86.75,4.89,1.05
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.3,7.69,30.24,22.56,85.19,7.42,1.51
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.87,7.56,30.91,23.34,83.44,1.81,0.98
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.85,7.59,30.67,23.08,81.56,1.83,0.99
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.33,7.46,30.48,23.02,84.44,5.58,1.42
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.65,7.98,30.51,22.53,82.31,2.58,0.8
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.73,6.64,29.97,23.33,80.69,1.21,0.77
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.32,8.43,31.67,23.24,78.38,3.81,0.95
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.36,8.72,31.67,22.95,80.06,4.19,1.17
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.75,6.6,30.21,23.61,83.75,1.26,1.23
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.07,9.26,31.73,22.47,81.88,0.79,1.23
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.75,8.97,32.55,23.58,77.94,0.1,1.02
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.74,12.06,33.73,21.66,71.38,0,1.45
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,28.16,9.38,33.13,23.76,75.38,0.75,0.8
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.73,8.94,32.23,23.3,78.5,0.64,0.84
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.98,6.51,30.42,23.9,85.06,1.76,1.51
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.85,8.13,31.15,23.02,83.94,2.12,1.67
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.25,8.2,31.64,23.44,81.75,3.85,1.3
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.62,6.86,30.37,23.51,83.88,1.27,1.12
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,28,8.34,31.99,23.65,75,2.1,0.66
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27,6.88,30.51,23.64,81.69,3.44,0.77
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.71,8.38,31.97,23.59,77.81,1.29,0.75
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,28.08,9.52,32.62,23.1,73.75,0.43,0.95
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.4,9.94,32.01,22.06,70.19,0.13,0.67
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.33,9.95,32.51,22.56,75.25,0.12,0.96
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.26,10,32.23,22.23,75.5,0.2,1.01
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.72,6.3,30.12,23.83,77.06,0.19,0.66
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.22,10.12,32.15,22.03,71.25,0.02,1.04
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.45,11.27,33.58,22.32,68.12,0.03,1.42
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.61,10.15,32.82,22.67,73.06,0.01,0.95
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.55,10.71,33.57,22.86,71.69,0.07,1.3
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.66,13.38,32.11,18.73,60.12,0,1.18
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.3,13.41,33.43,20.01,61.88,0,1.05
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.51,15.69,33.5,17.8,53.75,0,1.38
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.44,16.23,33.46,17.23,54.88,0,1.3
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.54,16.2,34.19,18,57.56,0,1.48
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.73,13.88,34.49,20.61,59.44,0,1.57
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.26,12.35,31.76,19.41,60.5,0,1.45
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.76,15.7,34.06,18.37,55.81,0,1.45
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.96,13.61,33.71,20.1,53.44,0.03,1.15
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,27.02,11.23,32.92,21.69,59.88,0.02,1.09
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.9,10.41,31.67,21.26,61.19,0,1.33
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.94,14.87,34.94,20.08,60.38,0,1.5
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.19,11.95,32.07,20.12,61,0,1.22
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.15,14.67,34.26,19.59,59.06,0,1.31
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,26.11,14.29,34.31,20.02,56.5,0,1.4
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.18,17.54,34.68,17.14,54.12,0,1.81
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.52,18.56,34.63,16.07,55.62,0,1.84
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.71,17.39,33.48,16.09,54.5,0,1.11
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.38,14.25,32.43,18.18,55.81,0,1.17
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.9,15.15,34.12,18.97,55.62,0,2.07
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.95,17.6,34.32,16.72,57.38,0,2.16
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.33,16.38,33.9,17.53,54.69,0,1.93
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.08,14.95,33.33,18.38,55.25,0,1.99
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.58,11.13,29.94,18.81,62.31,0,1.41
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.37,14.88,32.21,17.34,58.62,0,1.35
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.39,11.91,31.28,19.37,58.31,0,2.13
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.88,15.8,33.95,18.15,56,0,2.44
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.97,16.55,33.2,16.65,54.31,0,2.58
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24,16,32.61,16.61,54.81,0,1.84
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.03,13.02,31.58,18.55,55.94,0,1.54
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.8,14.7,32.19,17.49,54.12,0,2.42
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.5,16.27,32.16,15.89,52.88,0,2.42
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.17,15.92,32.44,16.51,52.38,0,1.26
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.88,15.45,33.5,18.05,53.5,0,1.83
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.18,16.53,33.34,16.82,52.12,0,2.34
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.19,18.91,34.17,15.26,52.69,0,2.02
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,25.04,17.79,34.57,16.79,51.38,0,1.85
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.66,18.31,34.52,16.21,51.06,0,1.69
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.5,18.29,33.3,15.01,52.75,0,2.37
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.15,17.09,32.65,15.55,53.06,0,2.27
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,22.93,14.61,30.55,15.94,54.25,0,1.88
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.2,16.7,32.38,15.67,53.25,0,1.91
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,21.37,13.16,28.97,15.8,56.75,0,2.34
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,22.34,18.39,32.39,14,56.06,0,1.97
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,22.03,16.22,31.23,15.01,53.94,0,2.34
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,21.15,16.01,29.67,13.65,53.5,0,1.98
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,21.94,16.99,31.4,14.41,54.5,0,2.14
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,21.36,14.62,29.35,14.73,55.5,0,1.95
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,22.68,15.22,31.19,15.98,54.31,0,1.92
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,23.91,14.77,32.27,17.5,55.25,0,1.89
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.14,16.59,33.02,16.44,53.94,0,2.16
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.27,16.31,32.65,16.34,52.75,0,2.32
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2018,24.93,14.66,33.42,18.76,53.69,0,2.39
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.24,16.38,33.55,17.19,56.81,0,2.57
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,22.68,17.77,32.31,14.54,50.31,0,2.79
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,23.16,18.35,33.12,14.77,47.62,0,2
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,23.69,17.05,33.09,16.05,50.25,0,2.34
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,23.35,17.14,33.01,15.87,49.69,0,3.05
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,22.94,18.12,32.69,14.57,48.25,0,2.6
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,22.6,15.55,30.92,15.38,46.5,0,2.22
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,22.19,13.16,29.93,16.76,48.94,0,2.32
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,22.39,17.04,31.35,14.32,50.25,0,1.94
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.44,15.92,33.52,17.6,48.94,0,0.97
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.27,15.09,32.48,17.38,49.81,0,1.41
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.68,19.2,35.12,15.91,48.25,0,2.25
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.48,16.01,34.46,18.45,46.5,0,1.27
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.08,17.33,33.61,16.28,47.19,0,1.49
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.55,17.41,34.03,16.62,45.56,0,1.38
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.57,15.88,32.86,16.98,51.44,0,1.76
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.14,17.6,34.83,17.23,44.94,0,2.11
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.06,18.04,34.14,16.1,43.69,0.01,1.01
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,26.41,15.86,34.99,19.14,48.5,0.01,1.26
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,26.43,15,34.23,19.23,50.31,0.01,1.68
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,26.42,16.28,35.24,18.95,47.06,0,2.19
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,26.37,17.61,36,18.38,46.31,0,2.28
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.98,15.17,34.63,19.47,42.81,0.14,1.98
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.47,16.72,34.48,17.76,40.06,0.21,1.98
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.23,15.59,33.86,18.27,42.62,0,1.98
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.56,17.14,35.12,17.98,40.25,0,1.52
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.48,17.37,34.65,17.27,38.62,0.01,1.38
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,25.78,15.7,34.12,18.41,41.19,0.01,1.41
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,27.3,14.92,35.32,20.4,40,0,1.74
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,27.4,14.5,35.61,21.11,43.81,0.02,1.17
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,26.6,14.67,34.56,19.89,47.38,0,1.73
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,24.16,9.27,29.68,20.4,56.56,1.82,3.12
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,26.01,12.68,32.63,19.96,60.94,0.1,1.65
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,27.01,16.83,35.9,19.08,49.94,0,1.41
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,27.6,17.45,37.37,19.91,41.5,0,1.42
"18.GS.C2.setA.UYT.36.MK","Mokwa","Mokwa19","Southern Guinea Savanna","6/15/18","6/15/19",2019,27.29,16.44,35.9,19.46,48.19,0,1.21
