"loc","year","env","trial","rep","gen","prop_hav","trait","y"
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMEB419",1,"dyld",9.515625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1022P0006",1,"dyld",10.559375
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"IITA-TMS-IBA000070",1,"dyld",11.915625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1306P0020",1,"dyld",10.171875
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1195P0005",1,"dyld",9.88125
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1262P0002",1,"dyld",11.859375
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1049P0001",1,"dyld",9.871875
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1131P0001",1,"dyld",15.88125
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS13F1461P0002",1,"dyld",10.621875
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1312P0003",1,"dyld",8.4375
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS13F1021P0008",1,"dyld",10.559375
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1311P0002",1,"dyld",8.15625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1208P0007",1,"dyld",7.6875
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1036P0007",1,"dyld",13.759375
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1300P0008",1,"dyld",8.7
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1035P0007",1,"dyld",13.06875
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1194P0002",1,"dyld",10.28125
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1291P0011",1,"dyld",8.6625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1297P0019",1,"dyld",10.415625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS13F2061P0005",1,"dyld",6.5625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1016P0006",1,"dyld",13.59375
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1035P0004",1,"dyld",13.1625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"IITA-TMS-IBA982101",1,"dyld",7.265625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1223P0007",1,"dyld",11.921875
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"IITA-TMS-IBA30572",1,"dyld",10.621875
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"IITA-TMS-IBA980581",1,"dyld",8.4375
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1224P0004",1,"dyld",12.690625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS13F2207P0001",1,"dyld",10.003125
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS14F1120P0003",1,"dyld",9.978125
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS13F1114P0001",1,"dyld",11.240625
"Ago-Owu",2018,"Ago-Owu18","17UYT36setAAG",3,"TMS13F1182P0002",1,"dyld",12.28125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1223P0007",1,"dyld",15.4375
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1194P0002",0.85,"dyld",7.95
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1195P0005",0.85,"dyld",15.35
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1303P0012",0.7,"dyld",10.725
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS13F2207P0001",1,"dyld",19.2425
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1285P0017",1,"dyld",12.75
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"IITA-TMS-IBA980581",0.75,"dyld",12.58125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1016P0006",0.65,"dyld",17.1
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1300P0008",0.65,"dyld",15.79375
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS13F2061P0005",0.7,"dyld",19.0125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS13F1461P0002",0.85,"dyld",16.13625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1001P0004",0.6,"dyld",12.99375
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1049P0001",1,"dyld",13.875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1022P0006",0.45,"dyld",12.375
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1262P0002",0.85,"dyld",11.55
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1297P0019",0.5,"dyld",2.025
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"IITA-TMS-IBA000070",0.6,"dyld",13.620625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"IITA-TMS-IBA982101",0.9,"dyld",9.99
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"IITA-TMS-IBA30572",0.9,"dyld",12.75
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS13F1114P0001",1,"dyld",21.32125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMEB419",0.9,"dyld",10.45
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1036P0007",1,"dyld",24.7
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1312P0003",0.8,"dyld",17.22
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1035P0004",0.8,"dyld",13.7475
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1120P0003",1,"dyld",5.225
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1306P0015",0.9,"dyld",18.1125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1306P0020",0.9,"dyld",18.585
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS13F1021P0008",1,"dyld",23.62625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS13F1182P0002",1,"dyld",14.29125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1035P0007",0.75,"dyld",18.26875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1310P0004",0.6,"dyld",12.1875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1291P0011",0.6,"dyld",13.49125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",1,"TMS14F1311P0002",0.95,"dyld",12.3025
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS13F1114P0001",0.95,"dyld",20.865
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1035P0004",0.7,"dyld",22.73625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1194P0002",0.95,"dyld",14.4
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1036P0007",0.8,"dyld",16.2825
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1022P0006",0.55,"dyld",11.14625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1001P0004",0.75,"dyld",12.5875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1297P0019",0.9,"dyld",9.625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1291P0011",0.75,"dyld",14.45875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1120P0003",0.7,"dyld",3.2375
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1306P0015",0.65,"dyld",12.5475
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1016P0006",0.7,"dyld",17.1
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1312P0003",1,"dyld",19.21875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1262P0002",0.7,"dyld",18.55
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1049P0001",0.85,"dyld",14.685
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS13F1461P0002",1,"dyld",18.54375
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1300P0008",0.7,"dyld",13.25
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1303P0012",0.9,"dyld",17.7
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS13F2061P0005",1,"dyld",15.8925
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS13F1182P0002",0.8,"dyld",15.77125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1223P0007",0.9,"dyld",18.75
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1311P0002",0.8,"dyld",11.9925
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"IITA-TMS-IBA000070",1,"dyld",22.3125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"IITA-TMS-IBA982101",1,"dyld",9.265
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1306P0020",1,"dyld",16.1875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS13F1021P0008",1,"dyld",17.3775
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1310P0004",0.65,"dyld",8.54625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMEB419",1,"dyld",16.125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1195P0005",1,"dyld",17.47625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"IITA-TMS-IBA980581",0.8,"dyld",14
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1035P0007",0.7,"dyld",14.4875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS14F1285P0017",1,"dyld",16.555
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"IITA-TMS-IBA30572",1,"dyld",16.45
"Ibadan",2018,"Ibadan18","17UYT36setAIB",2,"TMS13F2207P0001",0.9,"dyld",19.1625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1310P0004",1,"dyld",12.3
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1306P0015",0.75,"dyld",7.57875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1001P0004",1,"dyld",13.0625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1303P0012",1,"dyld",14.5
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1285P0017",1,"dyld",9.45
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMEB419",0.9,"dyld",7.8
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1022P0006",0.75,"dyld",12.9375
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"IITA-TMS-IBA000070",1,"dyld",11.8125
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1306P0020",0.75,"dyld",18.72
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1195P0005",0.7,"dyld",14.25
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1262P0002",0.9,"dyld",NA
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1049P0001",1,"dyld",15.12
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS13F1461P0002",1,"dyld",15.81
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1312P0003",1,"dyld",15.795
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS13F1021P0008",1,"dyld",17.0625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1311P0002",1,"dyld",10.35
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1036P0007",0.75,"dyld",15.75
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1300P0008",1,"dyld",20.085
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1035P0007",0.5,"dyld",16.78875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1194P0002",1,"dyld",11.48
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1291P0011",NA,"dyld",NA
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1297P0019",1,"dyld",5.25
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS13F2061P0005",1,"dyld",12.9675
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1016P0006",1,"dyld",3.10625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1035P0004",1,"dyld",15.1
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"IITA-TMS-IBA982101",1,"dyld",4.845
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1223P0007",1,"dyld",16.65
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"IITA-TMS-IBA30572",1,"dyld",11.7
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"IITA-TMS-IBA980581",1,"dyld",14.84625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS13F2207P0001",1,"dyld",20.6625
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS14F1120P0003",0.35,"dyld",9.6875
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS13F1114P0001",1,"dyld",14.9325
"Ibadan",2018,"Ibadan18","17UYT36setAIB",3,"TMS13F1182P0002",1,"dyld",15.58625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1223P0007",1,"dyld",12.890625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1194P0002",1,"dyld",15.25
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1195P0005",1,"dyld",14.5125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1303P0012",1,"dyld",17.459375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS13F2207P0001",0.95,"dyld",14.10625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1285P0017",0.9,"dyld",11.81875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1224P0004",1,"dyld",19.90625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"IITA-TMS-IBA980581",1,"dyld",10.4
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1016P0006",1,"dyld",13.75625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1300P0008",1,"dyld",10.28125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS13F2061P0005",1,"dyld",14.875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS13F1461P0002",1,"dyld",14.56875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1001P0004",1,"dyld",14.746875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1049P0001",1,"dyld",7.8375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1022P0006",1,"dyld",13.59375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1262P0002",1,"dyld",14.6625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1297P0019",0.95,"dyld",12.603125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1131P0001",0.75,"dyld",13.125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"IITA-TMS-IBA000070",1,"dyld",12.5625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"IITA-TMS-IBA982101",0.75,"dyld",6.8875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"IITA-TMS-IBA30572",0.85,"dyld",11.53125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS13F1114P0001",1,"dyld",8.6
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMEB419",1,"dyld",11.215625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1036P0007",1,"dyld",16.534375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1312P0003",1,"dyld",10.4625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1035P0004",1,"dyld",13.70625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1120P0003",1,"dyld",6.39375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1306P0015",0.95,"dyld",11.75625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1306P0020",0.95,"dyld",12.75
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS13F1021P0008",1,"dyld",11.90625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS13F1182P0002",1,"dyld",9.784375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1035P0007",0.95,"dyld",9.775
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1310P0004",1,"dyld",15.1
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1291P0011",1,"dyld",13.296875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1311P0002",1,"dyld",8.3
"Ikenne",2018,"Ikenne18","17UYT36setAIK",1,"TMS14F1208P0007",0.4,"dyld",8.4
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1224P0004",1,"dyld",12.71875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS13F1114P0001",1,"dyld",7.846875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1035P0004",1,"dyld",16.515625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1194P0002",1,"dyld",14.503125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1036P0007",1,"dyld",12.375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1208P0007",0.65,"dyld",10.5
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1022P0006",1,"dyld",14.6125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1001P0004",1,"dyld",11.78125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1297P0019",1,"dyld",10.51875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1291P0011",1,"dyld",15.675
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1120P0003",0.5,"dyld",6.253125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1306P0015",1,"dyld",17.0625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1016P0006",1,"dyld",12.84375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1312P0003",1,"dyld",10.73125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1262P0002",1,"dyld",12.596875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1131P0001",0.65,"dyld",8.609375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1049P0001",1,"dyld",9.24375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS13F1461P0002",1,"dyld",13.234375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1300P0008",1,"dyld",10.2
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1303P0012",1,"dyld",9.775
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS13F2061P0005",1,"dyld",10.4
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS13F1182P0002",1,"dyld",8.625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1223P0007",1,"dyld",11.05625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1311P0002",1,"dyld",9.1125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"IITA-TMS-IBA000070",1,"dyld",13.05
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"IITA-TMS-IBA982101",1,"dyld",9.1125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1306P0020",1,"dyld",12.75
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS13F1021P0008",1,"dyld",13.21875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1310P0004",1,"dyld",11.9
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMEB419",1,"dyld",8.428125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1195P0005",1,"dyld",11.7
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"IITA-TMS-IBA980581",0.95,"dyld",7.6875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1035P0007",1,"dyld",6.490625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS14F1285P0017",1,"dyld",11.53125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"IITA-TMS-IBA30572",1,"dyld",9.203125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",2,"TMS13F2207P0001",1,"dyld",13.096875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1310P0004",1,"dyld",12.4
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1306P0015",0.75,"dyld",9.35
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1001P0004",1,"dyld",12.6
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1303P0012",1,"dyld",10.075
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1285P0017",0.95,"dyld",9.515625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMEB419",0.95,"dyld",8.5
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1022P0006",0.9,"dyld",12.95
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"IITA-TMS-IBA000070",0.95,"dyld",14.3
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1306P0020",1,"dyld",11.484375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1195P0005",1,"dyld",11.925
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1262P0002",0.85,"dyld",12.884375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1049P0001",0.6,"dyld",8.1
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1131P0001",0.65,"dyld",9.275
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS13F1461P0002",1,"dyld",10.171875
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1312P0003",1,"dyld",9.675
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS13F1021P0008",1,"dyld",13.78125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1311P0002",1,"dyld",5.315625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1208P0007",0.95,"dyld",12.4
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1036P0007",1,"dyld",15.840625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1300P0008",1,"dyld",10.3
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1035P0007",0.9,"dyld",9.534375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1194P0002",1,"dyld",10.625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1291P0011",0.95,"dyld",10.2
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1297P0019",1,"dyld",6.084375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS13F2061P0005",1,"dyld",11.1375
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1016P0006",0.85,"dyld",14.68125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1035P0004",1,"dyld",12.95
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"IITA-TMS-IBA982101",1,"dyld",12.1
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1223P0007",1,"dyld",13.4
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"IITA-TMS-IBA30572",1,"dyld",8.203125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"IITA-TMS-IBA980581",0.8,"dyld",9.9
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1224P0004",1,"dyld",14.0625
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS13F2207P0001",0.9,"dyld",9.18125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS14F1120P0003",1,"dyld",4.025
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS13F1114P0001",1,"dyld",6.58125
"Ikenne",2018,"Ikenne18","17UYT36setAIK",3,"TMS13F1182P0002",1,"dyld",10.5
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1223P0007",1,"dyld",12.70625
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1194P0002",0.65,"dyld",8.775
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1195P0005",0.9,"dyld",11.215625
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1303P0012",1,"dyld",12.4875
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS13F2207P0001",1,"dyld",12.21875
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1285P0017",0.9,"dyld",13.89375
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1224P0004",0.75,"dyld",14.3375
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"IITA-TMS-IBA980581",0.65,"dyld",9.10625
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1016P0006",0.85,"dyld",16.29375
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1300P0008",1,"dyld",7.8375
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS13F2061P0005",0.9,"dyld",14.1375
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS13F1461P0002",0.6,"dyld",15.234375
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1001P0004",0.05,"dyld",1.35625
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1049P0001",0.75,"dyld",10.984375
"Mokwa",2018,"Mokwa18","17UYT36setAMK",1,"TMS14F1022P0006",0.6,"dyld",16.7875
